Project Type,Project Phase Name,borough,log_orcamento,duracao_plan,ano_inicio,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade,fator_custo,atraso_dias,alto_risco,DSF Number(s)
SCA CIP,Design,Brooklyn,5.596877372490837,213,2019,0,0,1,0,0,0.7430924339983049,-31,0,DSF0000890998
SCA CIP,Scope,Brooklyn,4.897907368154818,141,2018,0,0,1,0,0,0.9637322741015294,0,0,DSF0000890998
SCA CIP,Scope,Brooklyn,4.378143427967742,123,2018,1,0,0,0,0,0.28694632839320106,4,0,DSF0000888982
SCA CIP RESOA,Design,Brooklyn,5.346026152506797,246,2018,0,0,0,0,0,1.586711625411909,42,1,DSF0000867231
SCA CIP RESOA,Design,Brooklyn,4.807927204214552,92,2017,0,0,0,0,0,1.2824862273958106,130,1,DSF0000690182
SCA CIP,Design,Brooklyn,4.771374322996021,154,2019,1,0,0,0,0,0.15889353489868124,-7,0,"DSF0000912076, DSF0000912634"
SCA CIP,Scope,Brooklyn,4.1181323999209045,134,2019,1,0,0,0,0,0.178729239676977,-118,0,"DSF0000912076, DSF0000912634"
SCA CIP,Design,Brooklyn,6.186416379164976,153,2019,0,0,1,0,0,0.268356195506901,-116,0,"DSF0000873417, DSF0000873420, DSF0000873421, DSF0000873422"
SCA CIP,Design,Brooklyn,5.02995164203684,152,2019,1,0,0,0,0,0.14887063655030802,-88,0,"DSF0000866839, DSF0000912370"
SCA CIP,Scope,Brooklyn,4.465680211598278,155,2019,1,0,0,0,0,0.1361738535249829,-119,0,"DSF0000866839, DSF0000912370"
SCA CIP,Scope,Brooklyn,5.585378374954695,143,2018,0,0,1,0,0,0.566348944085502,17,0,"DSF0000873417, DSF0000873420, DSF0000873421, DSF0000873422"
SCA CIP RESOA,Design,Brooklyn,4.971317605815384,154,2019,1,0,0,0,0,0.38622354688117594,1,0,DSF0000822873
SCA CIP,Design,Brooklyn,6.381197778396147,150,2018,1,0,1,0,0,0.48850946472563644,-105,0,"DSF0000873445, DSF0000868202, DSF0000873442, DSF0000873444, DSF0000873446, DSF0000912318"
SCA CIP,Scope,Brooklyn,5.780241682138012,182,2017,1,0,1,0,0,0.26560512195324226,-24,0,"DSF0000873445, DSF0000868202, DSF0000873442, DSF0000873444, DSF0000873446, DSF0000912318"
SCA CIP,Scope,Brooklyn,4.221075016611721,105,2019,0,0,0,0,0,1.2611047664843422,62,1,DSF0000912181
SCA CIP,Scope,Brooklyn,4.458260037360323,91,2017,0,0,0,0,0,0.9915404699738903,-49,0,DSF0000865803
SCA CIP,Design,Brooklyn,4.384550531563717,180,2018,0,0,0,0,0,0.556453941669073,-1,0,DSF0000868116
SCA CIP,Design,Brooklyn,5.382269256575679,153,2019,0,0,0,0,0,1.1850460313510824,-118,1,DSF0000889322
SCA CIP,Design,Brooklyn,4.921665670459195,154,2018,0,0,0,0,0,1.6109154929577465,2,1,DSF0000873499
SCA CIP,Design,Brooklyn,4.7910938735802695,181,2018,0,0,0,0,0,0.49416808218070046,43,0,DSF0000868117
SCA CIP,Design,Brooklyn,5.477656554546929,190,2013,1,0,0,1,0,2.128404967207111,189,1,"DSF0000760755, DSF0000777292"
SCA CIP,Design,Brooklyn,6.165532770464326,154,2017,0,0,1,0,0,0.448927984961461,143,1,"DSF0000828949, DSF0000866288, DSF0000850828, DSF0000866289, DSF0000850833"
SCA CIP,Design,Brooklyn,4.961990287440065,156,2018,1,0,0,0,0,0.28867059593975114,58,0,DSF0000868203
SCA CIP,Design,Brooklyn,6.161840975821248,154,2018,0,1,0,0,0,0.5571680513647198,2,0,"DSF0000888926, DSF0000896356"
SCA CIP,Scope,Brooklyn,4.22683181065872,123,2018,0,0,0,0,0,0.3958123257607213,-103,0,DSF0000868117
SCA CIP,Scope,Brooklyn,4.8878310196359775,90,2013,1,0,0,1,0,0.8791656956420415,56,0,"DSF0000760755, DSF0000777292"
SCA CIP,Scope,Brooklyn,4.359930296112102,121,2018,1,0,0,0,0,0.28849596158044094,3,0,DSF0000868203
SCA CIP,Scope,Brooklyn,4.780209265247716,91,2018,0,0,0,0,0,1.1850543252882144,184,1,DSF0000889322
SCA CIP,Scope,Brooklyn,5.559780984493285,156,2017,0,1,0,0,0,0.6843770236569807,341,1,"DSF0000888926, DSF0000896356"
SCA CIP,Scope,Brooklyn,4.319605679131232,106,2018,0,0,0,0,0,1.484286672415445,89,1,DSF0000873499
SCA CIP,Scope,Brooklyn,5.565742772794117,135,2016,0,0,1,0,0,0.6375808279719823,181,1,"DSF0000828949, DSF0000866288, DSF0000850828, DSF0000866289, DSF0000850833"
SCA CIP RESOA,Design,Brooklyn,4.73163710696538,154,2019,0,0,0,0,0,1.414963083886766,170,1,DSF0000866386
SCA CIP RESOA,Design,Brooklyn,5.038564530548287,153,2015,0,0,0,0,0,2.342184726314441,315,1,DSF0000754719
SCA CIP RESOA,Design,Brooklyn,5.76201123298669,183,2014,0,0,0,0,0,0.895677473703147,461,1,DSF0000798665
SCA CIP,"CM,F&E",Brooklyn,5.021313365484695,269,2019,1,0,0,0,0,0.43896981814719604,187,1,DSF0000889390
SCA CIP,Construction,Brooklyn,5.656275526687746,269,2019,1,0,0,0,0,0.9870538521795734,187,1,DSF0000889390
SCA CIP,Design,Brooklyn,4.331649954552743,180,2020,0,0,0,0,0,0.5175434509109548,-28,0,DSF0000960745
SCA CIP,Design,Brooklyn,4.631342286483933,154,2018,1,0,0,0,0,0.2895770039728909,-12,0,DSF0000889390
SCA CIP,Scope,Brooklyn,4.06707085604537,125,2018,1,0,0,0,0,0.263324764353042,-120,0,DSF0000889390
SCA CIP,Design,Brooklyn,4.41237653650371,175,2018,0,0,0,0,0,0.7250918939833624,0,0,DSF0000868118
SCA CIP,Design,Brooklyn,5.722781952239922,153,2014,0,0,1,0,0,0.9796016509523269,175,1,"DSF0000775948, DSF0000783448"
SCA CIP,Design,Brooklyn,5.135132651376775,150,2019,0,0,0,0,0,0.5651208791208792,-91,0,DSF0000889323
SCA CIP,Scope,Brooklyn,5.120721960911959,135,2013,0,0,1,0,0,0.9397023741906169,41,0,"DSF0000775948, DSF0000783448"
SCA CIP,Scope,Brooklyn,4.533072660048813,141,2018,0,0,0,0,0,0.48838095238095236,74,0,DSF0000889323
SCA CIP,Design,Brooklyn,6.5517701111521065,152,2018,0,0,1,0,0,0.4526314164415284,-92,0,"DSF0000873584, DSF0000873585, DSF0000873586, DSF0000888961"
SCA CIP,Scope,Brooklyn,5.949710485532827,137,2017,0,0,1,0,0,0.43716155601988194,-49,0,"DSF0000873584, DSF0000873585, DSF0000873586, DSF0000888961"
SCA CIP,Design,Brooklyn,5.905256048748451,150,2018,0,0,1,0,0,0.6337773631840796,189,1,"DSF0000873634, DSF0000873635, DSF0000873633"
SCA CIP,Design,Brooklyn,5.752957592316451,220,2015,0,0,0,0,0,0.7672382123126051,291,1,DSF0000775845
SCA CIP,Scope,Brooklyn,5.150897600988489,121,2013,0,0,0,0,0,2.172481030901615,37,1,DSF0000775845
SCA CIP,Scope,Brooklyn,5.30319389674605,137,2017,0,0,1,0,0,0.9585619828954373,-32,0,"DSF0000873634, DSF0000873635, DSF0000873633"
SCA CIP,Design,Brooklyn,4.510772821008151,154,2019,1,0,0,0,0,0.24592035043341456,-1,0,DSF0000912077
SCA CIP RESOA,Design,Brooklyn,4.770991846672562,155,2011,0,1,0,0,0,3.9519646215625475,20,1,DSF0000710805
SCA CIP,"CM,F&E",Brooklyn,5.483474608248148,299,2018,0,0,0,0,0,0.8856452084448839,300,1,DSF0000867036
SCA CIP,Construction,Brooklyn,5.6442199099883785,299,2018,0,0,0,0,0,1.0403876781509058,300,1,DSF0000867036
SCA CIP,Design,Brooklyn,4.619291640995758,179,2017,0,0,0,0,0,0.484874696652971,-44,0,DSF0000867036
SCA CIP,Scope,Brooklyn,4.055034123674614,126,2017,0,0,0,0,0,0.37547352656153643,-99,0,DSF0000867036
SCA CIP,Design,Brooklyn,5.719165494089213,165,2018,0,0,0,0,0,1.0302195494463535,34,0,DSF0000889559
SCA CIP,Scope,Brooklyn,5.117105502761251,0,2018,0,0,0,0,0,0.08382588774341351,0,0,DSF0000889559
SCA CIP,Design,Brooklyn,5.70574742890368,178,2018,0,0,0,0,0,0.9903812831781736,38,0,DSF0000889560
SCA CIP,Scope,Brooklyn,5.103687437575718,0,2018,0,0,0,0,0,0.4546492761841753,0,0,DSF0000889560
SCA CIP,Design,Brooklyn,6.08339510788965,153,2017,0,0,1,0,0,0.3318016010563671,-84,0,"DSF0000829162, DSF0000851041, DSF0000866263"
SCA CIP,Design,Brooklyn,5.217291759289991,182,2014,1,0,0,0,0,1.757432076009386,-100,1,"DSF0000752880, DSF0000868277"
SCA CIP,Scope,Brooklyn,4.6244574287564,91,2013,1,0,0,0,0,0.634161977348814,101,1,"DSF0000752880, DSF0000868277"
SCA CIP,Scope,Brooklyn,5.4813365502293125,141,2016,0,0,1,0,0,0.585175917550821,26,0,"DSF0000829162, DSF0000851041, DSF0000866263"
SCA CIP,Design,Brooklyn,5.421110129793434,159,2015,0,1,0,0,0,1.8320326128175957,255,1,DSF0000799401
SCA CIP,Design,Brooklyn,6.181962145583193,153,2017,0,0,1,0,0,0.26896998516852305,-14,0,"DSF0000783669, DSF0000829213, DSF0000829210, DSF0000829214"
SCA CIP,Scope,Brooklyn,5.5816641287769615,135,2014,0,0,1,0,0,0.6938888874332174,127,1,"DSF0000783669, DSF0000829213, DSF0000829210, DSF0000829214"
SCA CIP,Scope,Brooklyn,4.819050138465472,152,2014,0,1,0,0,0,0.5294349639742131,-76,0,DSF0000799401
SCA CIP,Design,Brooklyn,5.693128722827975,159,2015,0,1,0,0,0,1.2733884699586475,542,1,"DSF0000761082, DSF0000806993, DSF0000829257"
SCA CIP,Design,Brooklyn,4.532881719407397,154,2019,1,0,0,0,0,0.2800351802990325,2,0,DSF0000912079
SCA CIP,Scope,Brooklyn,5.091065210083952,158,2013,0,1,0,0,0,0.8599437277525968,81,0,"DSF0000761082, DSF0000806993, DSF0000829257"
SCA CIP,Design,Brooklyn,4.849665055478733,154,2019,1,0,0,0,0,0.16533785694091038,-34,0,"DSF0000911964, DSF0000912618"
SCA CIP,Scope,Brooklyn,4.196452541703389,142,2019,1,0,0,0,0,0.18600508905852417,-120,0,"DSF0000911964, DSF0000912618"
SCA CIP,Scope,Brooklyn,4.506843136339351,123,2019,1,0,0,0,0,0.9968249027237354,65,0,"DSF0000912406, DSF0000942044, DSF0000942050"
SCA CIP,Design,Brooklyn,4.495752416037327,180,2018,0,0,0,0,0,0.45773590930863806,-28,0,DSF0000868122
SCA CIP,Design,Brooklyn,6.38822219721089,182,2019,0,0,1,0,0,0.1939565939277967,-34,0,"DSF0000873907, DSF0000873908, DSF0000873909, DSF0000960579"
SCA CIP,Scope,Brooklyn,4.341137638740964,252,2020,0,0,0,1,0,2.113061317529063,-74,1,DSF0000942102
SCA CIP,Scope,Brooklyn,5.689252903469222,141,2018,0,0,1,0,0,0.4827124967020291,231,1,"DSF0000873907, DSF0000873908, DSF0000873909, DSF0000960579"
SCA Capacity,Design,Brooklyn,6.581568303477354,207,2017,0,0,0,0,0,0.575071128154379,265,1,DSF0000798182
SCA Capacity,Scope,Brooklyn,6.076418325157448,157,2017,0,0,0,0,0,1.1577042746081398,0,1,DSF0000798182
SCA CIP,Design,Brooklyn,5.999982627873279,169,2017,0,0,0,0,0,0.5991419656786271,82,0,DSF0000798182
SCA CIP,Scope,Brooklyn,5.397922636545316,0,2017,0,0,0,0,0,0.050118004720188805,0,0,DSF0000798182
SCA CIP,Design,Brooklyn,4.3678030327490065,178,2020,0,0,0,0,0,0.44529240267535586,5,0,DSF0000960747
SCA Capacity,Design,Brooklyn,6.761506864715432,183,2017,0,0,0,0,0,0.7059528262676642,18,0,DSF0000844038
SCA Capacity,Scope,Brooklyn,6.256356886395526,168,2017,0,0,0,0,0,0.6998176780271543,6,0,DSF0000844038
SCA CIP,Design,Brooklyn,4.2901459546478105,180,2020,0,0,0,0,0,0.5841066393232505,-2,0,DSF0000960750
SCA CIP,Design,Brooklyn,6.218430463619232,152,2019,0,0,1,0,0,0.42514453313981615,-96,0,"DSF0000873970, DSF0000873972, DSF0000873973, DSF0000873974, DSF0000873975"
SCA CIP,Scope,Brooklyn,5.616369421746985,141,2018,0,0,1,0,0,0.7264724878386256,-9,0,"DSF0000873970, DSF0000873972, DSF0000873973, DSF0000873974, DSF0000873975"
SCA CIP,Scope,Brooklyn,5.412016785999761,180,2020,0,0,1,0,0,0.8490644216917858,-32,0,"DSF0000942167, DSF0000942168, DSF0000942169, DSF0000942170, DSF0001008587"
SCA CIP,Scope,Brooklyn,4.19220492541459,122,2018,0,0,0,0,0,1.25213592856684,390,1,DSF0000890994
SCA CIP,Design,Brooklyn,5.898977350110362,153,2017,0,0,1,0,0,0.7024266209020014,-10,0,"DSF0000807257, DSF0000851377, DSF0000851378, DSF0000851379, DSF0000851375"
SCA CIP,Scope,Brooklyn,5.300578094373378,224,2015,0,0,1,0,0,1.1400556578841996,-74,1,"DSF0000807257, DSF0000851377, DSF0000851378, DSF0000851379, DSF0000851375"
SCA CIP,Scope,Brooklyn,5.137977250207742,135,2018,0,0,0,0,0,1.1878498074921577,167,1,DSF0000874063
SCA Capacity,Scope,Brooklyn,6.352340572538615,196,2015,0,0,0,0,0,0.02314490858660781,180,1,DSF0000798239
SCA CIP,Design,Brooklyn,5.629590007924835,154,2017,0,1,0,0,0,0.77610241754013,29,0,"DSF0000798263, DSF0000784013"
SCA CIP,Scope,Brooklyn,5.037514144862809,154,2017,0,1,0,0,0,0.9344260791399901,-93,0,"DSF0000798263, DSF0000784013"
SCA CIP,Design,Brooklyn,5.874400053632049,152,2019,0,0,1,0,0,0.35426028130796317,-84,0,"DSF0000874124, DSF0000874125, DSF0000874126, DSF0000912444"
SCA CIP,Scope,Brooklyn,5.277739826774802,141,2018,0,0,1,0,0,0.7184540797754765,-3,0,"DSF0000874124, DSF0000874125, DSF0000874126, DSF0000912444"
SCA Capacity,OUTROS,Brooklyn,7.116792313120782,807,2018,0,0,0,0,0,0.5398086134640016,6,0,DSF0000822081
SCA Capacity,Construction,Brooklyn,7.968128083086502,807,2018,0,0,0,0,0,0.9637183338132952,6,0,DSF0000822081
SCA Capacity,Design,Brooklyn,6.821225213158303,225,2017,0,0,0,0,0,0.7107560070031393,82,0,DSF0000822081
SCA Capacity,Scope,Brooklyn,6.316075234838397,222,2016,0,0,0,0,0,0.7262641873943492,-20,0,DSF0000822081
SCA Capacity,Design,Brooklyn,6.627160952374775,186,2018,0,0,0,0,0,0.5392810287871638,42,0,DSF0000843828
SCA Capacity,Scope,Brooklyn,6.12201097405487,167,2017,0,0,0,0,0,0.7361102406795659,14,0,DSF0000843828
SCA Capacity,Scope,Brooklyn,6.3708406760860585,145,2020,0,0,0,0,0,0.22018408776334517,0,0,DSF0000845622
SCA CIP,Design,Brooklyn,5.701136066092526,155,2018,0,0,0,0,0,1.2388238805970149,104,1,DSF0000889330
SCA CIP,Scope,Brooklyn,5.0990760747645645,0,2018,0,0,0,0,0,0.2658228855721393,0,0,DSF0000889330
SCA CIP,Design,Brooklyn,5.506406256384186,184,2016,0,0,0,0,0,1.0830032998158459,66,0,DSF0000843969
SCA CIP,Scope,Brooklyn,4.807433545539614,87,2016,0,0,0,0,0,3.080673054451975,-9,1,DSF0000843969
SCA CIP,Design,Brooklyn,5.662629412589253,155,2018,0,0,0,0,0,1.2405754744881095,44,1,DSF0000889331
SCA CIP,Scope,Brooklyn,5.060569421261291,0,2018,0,0,0,0,0,0.5039489936155037,0,0,DSF0000889331
OUTROS,Design,Brooklyn,6.361055292034114,183,2019,0,0,0,0,0,0.20850524790316843,42,0,DSF0000821899
OUTROS,Scope,Brooklyn,5.707842589142404,140,2019,0,0,0,0,0,0.7710416993259132,0,0,DSF0000821899
SCA CIP,Design,Brooklyn,5.17138707421571,183,2020,0,0,0,1,0,1.1502183523830063,-92,1,DSF0000897008
SCA CIP,Scope,Brooklyn,4.472419996698072,96,2019,0,0,0,1,0,1.3514506183239545,55,1,DSF0000897008
SCA CIP,Scope,Brooklyn,4.54216539536008,141,2018,0,0,1,0,0,1.1708037994662381,222,1,DSF0000874161
SCA Capacity,Design,Brooklyn,6.582822600525386,179,2018,0,0,0,0,0,0.7507962507486899,113,1,DSF0000798183
SCA Capacity,Scope,Brooklyn,6.07767271299833,177,2017,0,0,0,0,0,0.5544985570800083,0,0,DSF0000798183
SCA CIP,Design,Brooklyn,5.843929457921687,150,2017,1,0,1,0,0,0.7545289556651517,281,1,"DSF0000843680, DSF0000851506, DSF0000851523, DSF0000851509, DSF0000851510, DSF0000866095, DSF0000851507"
SCA CIP,Scope,Brooklyn,5.254782441043955,135,2016,1,0,1,0,0,0.5816003604064583,43,0,"DSF0000843680, DSF0000851506, DSF0000851523, DSF0000851509, DSF0000851510, DSF0000866095, DSF0000851507"
SCA CIP,Design,Brooklyn,5.672190251188253,185,2018,0,0,0,0,0,1.072848330142523,41,0,DSF0000889556
SCA CIP,Scope,Brooklyn,5.07013025986029,0,2018,0,0,0,0,0,0.2280536056158264,0,0,DSF0000889556
SCA Capacity,OUTROS,Brooklyn,7.165956957753451,989,2017,0,0,0,0,0,0.5478940736149915,153,1,DSF0000798186
SCA Capacity,Construction,Brooklyn,8.017292727719171,989,2017,0,0,0,0,0,0.9246787693206445,153,1,DSF0000798186
SCA Capacity,Design,Brooklyn,6.870389857790973,169,2015,0,0,0,0,0,0.6822302877721113,280,1,DSF0000798186
SCA Capacity,Scope,Brooklyn,6.3652398794710665,183,2015,0,0,0,0,0,0.5340588913927136,26,0,DSF0000798186
3K,Design,Brooklyn,5.859734967056693,78,2018,0,0,0,0,0,0.6038392583363951,83,0,DSF0000889666
3K,Scope,Brooklyn,5.354584748793029,7,2018,0,0,0,0,0,0.6694158622396662,33,0,DSF0000889666
OUTROS,Design,Brooklyn,6.2367329522034884,154,2018,0,0,0,0,0,0.5678339866545067,175,1,DSF0000843660
OUTROS,Scope,Brooklyn,5.731583124962037,168,2017,0,0,0,0,0,0.7478520129203904,44,0,DSF0000843660
SCA CIP,Design,Brooklyn,4.653115993165567,156,2018,0,0,0,0,0,1.7380751278061792,-28,1,DSF0000888833
SCA CIP,Scope,Brooklyn,4.0888445627270045,120,2018,0,0,0,0,0,1.5599837000814996,48,1,DSF0000888833
SCA CIP,Design,Brooklyn,5.606681182785599,157,2016,0,0,1,0,0,1.108167874166108,71,1,"DSF0000822169, DSF0000843223, DSF0000843222, DSF0000843221"
SCA CIP,Scope,Brooklyn,5.0146969088229065,140,2015,0,0,1,0,0,0.8825138725082655,91,1,"DSF0000822169, DSF0000843223, DSF0000843222, DSF0000843221"
SCA CIP,Design,Brooklyn,5.277721497569483,151,2019,0,0,1,0,0,0.6540472384449404,146,1,SCA0000054130
SCA CIP,Design,Brooklyn,4.389839162125274,180,2020,0,0,0,0,0,0.3502322927703969,12,0,DSF0000960778
SCA CIP,Scope,Brooklyn,4.578753784426435,95,2018,0,0,1,0,0,1.0719335267739383,26,0,SCA0000054130
SCA CIP,Design,Brooklyn,4.81969525422399,156,2019,0,0,1,0,0,1.130787755782076,74,1,DSF0000911250
SCA CIP,Scope,Brooklyn,4.120738405542943,139,2019,0,0,1,0,0,1.2784551306323362,-60,1,DSF0000911250
SCA CIP,Scope,Brooklyn,5.6105260220211495,119,2015,0,0,0,0,0,0.8898949185287613,15,0,DSF0000844684
SCA CIP,Design,Brooklyn,4.777738474526244,175,2020,0,0,0,0,0,0.40299951620706337,-138,0,DSF0000914285
SCA CIP,Scope,Brooklyn,4.124536828301277,185,2019,0,0,0,0,0,0.33143157420614067,-32,0,DSF0000914285
SCA CIP,Design,Brooklyn,5.827499800290067,154,2014,0,0,1,0,0,1.319863671931949,103,1,"DSF0000754744, DSF0000775989, DSF0000761629, DSF0000784298, DSF0000784302, DSF0000807596, DSF0000807597, DSF0000807595"
SCA CIP,Scope,Brooklyn,5.247769566383231,511,2012,0,0,1,0,0,1.6242983998146023,61,1,"DSF0000754744, DSF0000775989, DSF0000761629, DSF0000784298, DSF0000784302, DSF0000807596, DSF0000807597, DSF0000807595"
SCA CIP,Design,Brooklyn,5.132298120970555,153,2019,0,0,1,0,0,0.7147597557738253,-64,0,"DSF0000874361, DSF0000874362, DSF0000897226"
SCA CIP,Scope,Brooklyn,4.550912897527676,141,2018,0,0,1,0,0,1.2313252334345821,-26,1,"DSF0000874361, DSF0000874362, DSF0000897226"
SCA CIP,Design,Brooklyn,5.290835646600807,153,2014,0,1,0,0,0,1.3100685913185912,134,1,DSF0000761724
SCA CIP,Scope,Brooklyn,4.688775655272845,158,2013,0,1,0,0,0,0.5129606879606879,-32,0,DSF0000761724
SCA CIP,Design,Brooklyn,5.477908062223445,184,2013,0,0,0,1,0,1.9831305898637137,2184,1,"DSF0000776207, DSF0000874482"
SCA CIP,Scope,Brooklyn,4.778939502912978,167,2013,0,0,0,1,0,2.104011046598679,-14,1,"DSF0000776207, DSF0000874482"
SCA CIP,Design,Brooklyn,4.648203832077188,139,2018,0,0,0,0,0,1.0426670263465516,15,0,DSF0000889577
SCA CIP,Scope,Brooklyn,4.083932401638626,91,2018,0,0,0,0,0,1.4263105835806134,26,1,DSF0000889577
SCA CIP,Design,Brooklyn,4.377670439334323,153,2020,0,0,0,0,0,0.5463956412405699,-43,0,DSF0000798532
SCA CIP,Scope,Brooklyn,4.706854277814241,137,2019,0,0,1,0,0,1.5195419907298295,61,1,"DSF0000897420, DSF0000897422, DSF0000897423"
SCA CIP RESOA,Design,Brooklyn,4.62408605170941,92,2020,0,0,0,0,1,1.5581141132577647,-30,1,"DSF0000890797, DSF0000960502"
SCA CIP,Scope,Brooklyn,4.9406160823374075,143,2018,0,0,1,0,0,2.2219674386608577,353,1,"DSF0000874671, DSF0000874672, DSF0000874673, DSF0000874674, DSF0000874675"
SCA CIP,Design,Brooklyn,5.239629767745483,153,2017,0,0,1,0,0,0.517416144489495,-14,0,DSF0000829999
SCA CIP,Scope,Brooklyn,4.6375697764175206,135,2014,0,0,1,0,0,0.516794139329156,127,1,DSF0000829999
SCA CIP,Design,Manhattan,6.17452497792015,153,2019,0,0,1,0,0,0.3929840760069584,-22,0,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
SCA CIP,Scope,Manhattan,5.572463824287723,143,2018,0,0,1,0,0,0.41774231966364156,-60,0,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
SCA CIP,Scope,Manhattan,4.8370452305575595,123,2019,0,0,1,0,0,0.015280728817999243,134,1,"DSF0000960574, DSF0000943000, DSF0000943001"
SCA CIP RESOA,Design,Manhattan,4.477121254719663,175,2020,0,0,0,0,0,0.5126666666666667,-89,0,DSF0000890808
SCA CIP,Design,Manhattan,5.683757366450739,159,2019,0,1,0,0,0,0.5308136680827442,-21,0,"DSF0000890581, DSF0000912537, DSF0000912538"
SCA CIP,Scope,Manhattan,5.000013028639028,154,2019,0,1,0,0,0,0.6342909712708619,-71,0,"DSF0000890581, DSF0000912537, DSF0000912538"
SCA CIP,Scope,Manhattan,4.013469232309171,1,2020,0,0,0,0,0,0.4246243334949103,0,0,DSF0000943151
SCA CIP,Design,Manhattan,4.861402967605247,151,2020,0,0,1,0,0,0.0,-100,0,DSF0000960578
SCA CIP,Design,Manhattan,6.233696511840022,152,2018,0,0,1,0,1,0.3811654872836825,-102,0,"DSF0000844750, DSF0000853806, DSF0000874870"
SCA CIP,Scope,Manhattan,4.162444914299978,0,2020,0,0,1,0,0,0.0,0,0,DSF0000960578
SCA CIP,Scope,Manhattan,5.6316365205120595,142,2017,0,0,1,0,1,0.446058992503328,29,0,"DSF0000844750, DSF0000853806, DSF0000874870"
SCA CIP,Design,Manhattan,5.647218611375961,158,2019,0,1,0,0,0,0.6519110834730258,-12,0,"DSF0000798463, DSF0000912540"
SCA CIP,Scope,Manhattan,4.957904057281142,154,2019,0,1,0,0,0,0.6992794341244133,-81,0,"DSF0000798463, DSF0000912540"
SCA CIP,Design,Manhattan,5.330576096087729,154,2018,0,0,1,0,0,0.6115891255605381,70,0,DSF0000852256
SCA CIP,Scope,Manhattan,4.728516104759767,143,2017,0,0,1,0,0,0.8500560538116592,78,0,DSF0000852256
SCA CIP,Design,Manhattan,4.5910423349435225,182,2019,0,0,0,0,0,0.24306374685881327,-1,0,DSF0000913023
SCA CIP,Scope,Manhattan,5.259804047575338,141,2018,0,0,1,0,0,1.4044082072484165,317,1,"DSF0000874992, DSF0000874993, DSF0000943293, DSF0000943295"
SCA CIP,Design,Manhattan,5.6065780430697965,153,2019,0,1,0,0,0,0.8123943857114228,-30,0,"DSF0000890600, DSF0000878933, DSF0000912179"
SCA CIP,Scope,Manhattan,5.0014048395083295,158,2018,0,1,0,0,0,0.7690981220844464,-75,0,"DSF0000890600, DSF0000878933, DSF0000912179"
SCA CIP RESOA,Design,Manhattan,4.506532090408177,182,2019,0,0,0,0,0,0.45134259547691735,-14,0,DSF0000867372
SCA CIP,Design,Manhattan,4.533467004884536,154,2019,0,0,0,0,0,0.5525822695866026,-4,0,DSF0000865812
SCA CIP,Scope,Manhattan,5.244351352830381,140,2019,0,0,1,0,0,0.8145673104312653,92,1,"DSF0000897945, DSF0000897946, DSF0000897947, DSF0001008630, DSF0000992069"
SCA CIP,Scope,Manhattan,4.711587918209924,158,2018,1,1,0,0,0,0.0,311,1,"SCA0000054127, DSF0000943350, DSF0000960885, DSF0000960884"
SCA CIP,Design,Manhattan,5.211654400553183,158,2018,0,0,1,0,0,0.894453316953317,46,0,"DSF0000866096, DSF0000875065, DSF0000897961"
SCA CIP,Scope,Manhattan,4.647373188597217,541,2017,0,0,1,0,0,2.2869884456857137,-26,1,"DSF0000866096, DSF0000875065, DSF0000897961"
SCA CIP,Scope,Manhattan,5.157761906164888,139,2019,0,0,1,0,0,1.0519467875744952,90,0,"DSF0000897983, DSF0000897984, DSF0000897985, DSF0001008626"
SCA CIP,Design,Manhattan,5.885516136002625,152,2020,0,0,1,0,0,0.5270866904255513,7,0,"DSF0000898000, DSF0000898002, DSF0000898003, DSF0000898004, DSF0000898005"
SCA CIP,Scope,Manhattan,5.190701391559384,139,2019,0,0,1,0,0,1.1228631101255704,51,1,"DSF0000898000, DSF0000898002, DSF0000898003, DSF0000898004, DSF0000898005"
SCA CIP,Design,Manhattan,5.915200319993044,157,2017,0,0,1,0,0,0.48570181687336345,26,0,"DSF0000852469, DSF0000852470, DSF0000852467, DSF0000868146"
SCA CIP,Scope,Manhattan,5.316593017034172,137,2017,0,0,1,0,0,0.5148265532062692,31,0,"DSF0000852469, DSF0000852470, DSF0000852467, DSF0000868146"
SCA CIP,Design,Manhattan,4.4151403521958725,155,2019,1,0,0,0,0,0.5501730103806228,-9,0,"DSF0000912080, DSF0000912802"
SCA CIP,Scope,Manhattan,4.003718963823115,93,2019,0,0,0,1,0,1.9024390243902438,-4,1,DSF0000943498
SCA CIP,Design,Manhattan,5.069653299573244,188,2017,0,0,0,0,0,0.9001073290401718,8,0,DSF0000844690
SCA CIP,Scope,Manhattan,4.467593308245282,92,2016,0,0,0,0,0,1.2308766908582915,323,1,DSF0000844690
SCA CIP,Design,Manhattan,5.6060372331735,154,2018,0,1,0,0,0,0.6269867221561632,-2,0,"DSF0000890594, DSF0000890592"
SCA CIP,Scope,Manhattan,5.003977241845537,159,2018,0,1,0,0,0,0.5145858105430043,-100,0,"DSF0000890594, DSF0000890592"
SCA CIP,Design,Manhattan,4.278067330888662,175,2018,0,0,0,0,0,0.7612546125461255,0,0,DSF0000868084
