Project Type,Project Phase Name,borough,log_orcamento,duracao_plan,ano_inicio,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade,fator_custo,atraso_dias,alto_risco,DSF Number(s)
OUTROS,Scope,Staten Island,4.8158499271419295,109,2019,0,0,0,0,0,0.04452865940312648,35,0,DSF0000911854
SCA Capacity,Design,Staten Island,6.793957925803385,202,2017,0,0,0,0,0,0.5992178259192594,96,1,DSF0000843832
SCA Capacity,Scope,Staten Island,6.288807947483479,164,2017,0,0,0,0,0,0.530595011571098,0,0,DSF0000843832
SCA CIP,Design,Staten Island,5.679936395687243,153,2019,0,1,0,0,0,0.812314025409562,-35,0,"DSF0000890598, DSF0000877738"
SCA CIP,Scope,Staten Island,5.07787640435928,156,2018,0,1,0,0,0,0.8237128050819124,-83,0,"DSF0000890598, DSF0000877738"
SCA CIP RESOA,Design,Staten Island,4.3222192947339195,176,2019,0,0,0,0,0,0.5606190476190476,-79,0,DSF0000890717
3K,Design,Staten Island,5.9369910030119675,73,2018,0,0,0,0,0,0.3237666917162842,190,1,DSF0000891022
3K,Scope,Staten Island,5.283778238184767,28,2018,0,0,0,0,0,1.164168543943895,9,1,DSF0000891022
SCA CIP,Design,Staten Island,4.980911937776844,154,2016,0,0,0,0,0,1.1031661442006269,62,1,DSF0000838444
SCA CIP,Scope,Staten Island,5.128515582019909,141,2018,0,0,1,0,0,1.7557871403493113,0,1,"DSF0000882956, DSF0000882958, DSF0000882959, DSF0000882960, DSF0000905848, DSF0000912593"
SCA CIP,Scope,Staten Island,4.378851946448881,121,2016,0,0,0,0,0,0.9170741901776385,17,0,DSF0000838444
SCA CIP RESOA,Design,Staten Island,4.799340549453582,152,2018,0,0,0,0,0,1.8505555555555555,280,1,DSF0000845593
SCA Capacity,Design,Staten Island,6.795844507975592,217,2018,0,0,0,0,0,0.7557944337529037,35,0,DSF0000844161
SCA Capacity,Scope,Staten Island,6.290694460162881,189,2017,0,0,0,0,0,0.867042676136029,-1,0,DSF0000844161
SCA Capacity,OUTROS,Staten Island,6.764079844386121,864,2018,0,0,0,0,0,0.986880396204873,-24,0,DSF0000821871
SCA Capacity,Construction,Staten Island,7.615415614351841,864,2018,0,0,0,0,0,0.9520789829467756,-24,0,DSF0000821871
SCA Capacity,Design,Staten Island,6.468512744423642,178,2017,0,0,0,0,0,1.0702035279077358,18,0,DSF0000821871
SCA Capacity,Scope,Staten Island,5.963362766103736,153,2016,0,0,0,0,0,0.8788967468175389,35,0,DSF0000821871
3K,"CM,F&E",Staten Island,6.191693246329797,266,2019,0,0,0,0,0,0.3312501969621839,13,0,DSF0000889341
3K,Construction,Staten Island,7.042569133816189,266,2019,0,0,0,0,0,0.8987053119003199,13,0,DSF0000889341
3K,Design,Staten Island,5.941815928287029,92,2018,0,0,0,0,0,0.7024238148758365,280,1,DSF0000889341
3K,Scope,Staten Island,5.288602421398209,23,2018,0,0,0,0,0,1.0320439601148397,0,0,DSF0000889341
SCA CIP,Design,Staten Island,5.787687127002862,177,2018,0,0,0,0,0,0.8112763320941759,69,0,DSF0000889564
SCA CIP,Scope,Staten Island,5.185627135674899,0,2018,0,0,0,0,0,0.27466901454379444,0,0,DSF0000889564
SCA CIP,Design,Staten Island,5.693128722827975,182,2018,0,0,0,0,0,1.0659592151139219,46,0,DSF0000889565
SCA CIP,Scope,Staten Island,5.0910687315000125,0,2018,0,0,0,0,0,0.14918511311116517,0,0,DSF0000889565
3K,"CM,F&E",Staten Island,6.075353858148397,255,2019,0,0,0,0,0,0.30816051841532915,6,0,DSF0000889653
3K,Construction,Staten Island,6.8948508461310265,255,2019,0,0,0,0,0,0.9574269458804585,6,0,DSF0000889653
3K,Design,Staten Island,5.7940974940412096,100,2018,0,0,0,0,0,0.4978969860548808,266,1,DSF0000889653
3K,Scope,Staten Island,5.1408849802658665,30,2018,0,0,0,0,0,1.034535858877964,-3,0,DSF0000889653
3K,"CM,F&E",Staten Island,6.021661389340059,233,2020,0,0,0,0,0,0.32420548317924697,7,0,DSF0000889655
3K,Construction,Staten Island,6.863201359656099,233,2020,0,0,0,0,0,0.9932117997938601,7,0,DSF0000889655
3K,Design,Staten Island,5.762448229072101,111,2018,0,0,0,0,0,0.8283027442875583,12,0,DSF0000889655
3K,Scope,Staten Island,5.1092342143446725,49,2018,0,0,0,0,0,1.1866203206892798,0,1,DSF0000889655
3K,Scope,Staten Island,5.266149347025585,96,2018,0,0,0,0,0,1.2530869883238966,0,1,DSF0000891030
3K,Design,Staten Island,6.008852585285847,83,2019,0,0,0,0,0,0.5463999851066977,192,1,DSF0000912368
3K,Scope,Staten Island,5.355639220446647,28,2019,0,0,0,0,0,0.9371246660023457,0,0,DSF0000912368
3K,"CM,F&E",Staten Island,6.462972683298228,225,2020,0,0,0,0,0,0.33125,11,0,DSF0000912366
3K,Construction,Staten Island,7.313848562171445,225,2020,0,0,0,0,0,0.9712165789646788,11,0,DSF0000912366
3K,Design,Staten Island,6.213095210081629,78,2019,0,0,0,0,0,0.45170471590109035,159,1,DSF0000912366
3K,Scope,Staten Island,5.559882696306285,50,2019,0,0,0,0,0,0.8433054162763789,4,0,DSF0000912366
OUTROS,Scope,Staten Island,5.419731112268774,46,2020,0,0,0,0,0,1.0,203,1,DSF0000960719
SCA CIP,Design,Staten Island,6.2775276188634574,153,2020,0,0,1,0,0,0.5111926039931513,16,0,"DSF0000905874, DSF0000905875, DSF0000951581"
SCA CIP,Design,Staten Island,4.544130081987965,177,2018,0,0,0,0,0,0.393829452935295,-27,0,DSF0000868093
SCA CIP,Design,Staten Island,4.954416192497789,153,2020,0,1,0,0,0,0.7242880625527567,21,0,"DSF0000951585, DSF0000960626"
SCA CIP,Scope,Staten Island,5.578557843749587,139,2019,0,0,1,0,0,1.0734807839991134,18,0,"DSF0000905874, DSF0000905875, DSF0000951581"
SCA CIP,Scope,Staten Island,4.2742502425162145,119,2019,0,1,0,0,0,1.137523931078494,178,1,"DSF0000951585, DSF0000960626"
SCA CIP,Design,Staten Island,5.358479278510912,158,2018,0,0,1,0,0,0.6429873053976153,99,1,"DSF0000821877, DSF0000883015, DSF0000889671"
SCA CIP,Scope,Staten Island,4.766673048376084,136,2015,0,0,1,0,0,1.3762642252074955,140,1,"DSF0000821877, DSF0000883015, DSF0000889671"
SCA CIP,"CM,F&E",Staten Island,5.426547044454438,269,2019,0,0,0,0,0,0.9581982008973043,294,1,DSF0000868094
SCA CIP,Construction,Staten Island,5.54647356567763,269,2019,0,0,0,0,0,0.8860216398063329,294,1,DSF0000868094
SCA CIP,Design,Staten Island,4.521543410431505,181,2018,0,0,0,0,0,0.6651319551021636,-27,0,DSF0000868094
SCA CIP,Design,Staten Island,5.971860082778998,140,2016,0,0,0,0,0,0.8662249535881186,305,1,DSF0000843757
SCA CIP,Scope,Staten Island,5.369800091451036,0,2016,0,0,0,0,0,0.5818534878262168,0,0,DSF0000843757
SCA CIP,Design,Staten Island,5.979937426577453,153,2020,0,1,0,0,0,0.6132878814060774,21,0,"DSF0000912617, DSF0000912616"
SCA CIP,Design,Staten Island,4.594392550375427,176,2018,0,0,0,0,0,0.3216030534351145,9,0,DSF0000868096
SCA CIP,Design,Staten Island,4.803443458374496,150,2019,0,0,0,0,0,1.1055850812918646,21,1,DSF0000883080
SCA CIP,Scope,Staten Island,4.104487111312395,120,2018,0,0,0,0,0,2.3187106918238993,261,1,DSF0000883080
SCA CIP,Scope,Staten Island,5.280967422241434,158,2019,0,1,0,0,0,0.12205518115315939,-3,0,"DSF0000912617, DSF0000912616"
SCA CIP,Scope,Staten Island,4.030113752707593,120,2018,0,0,0,0,0,0.2642284008210487,-109,0,DSF0000868096
SCA CIP RESOA,Design,Staten Island,5.176091259055681,154,2019,0,0,0,0,0,0.62004,211,1,DSF0000890945
SCA CIP,"CM,F&E",Staten Island,6.368937374244523,729,2017,0,0,1,0,0,0.5583211460337824,378,1,"DSF0000747719, SCA0000025813, DSF0000793347, DSF0000793346, DSF0000793345"
SCA CIP,"CM,F&E",Staten Island,5.561473476616473,269,2019,0,0,0,0,0,0.9396835679307846,294,1,DSF0000868099
SCA CIP,Construction,Staten Island,5.605279181679714,269,2019,0,0,0,0,0,0.8842759866592551,294,1,DSF0000868099
SCA CIP,Construction,Staten Island,7.512876425026557,729,2017,0,0,1,0,0,1.0235218453755095,378,1,"DSF0000747719, SCA0000025813, DSF0000793347, DSF0000793346, DSF0000793345"
SCA CIP,Design,Staten Island,4.5803432471725865,180,2018,0,0,0,0,0,0.37619911167179165,-28,0,DSF0000868099
SCA CIP,Design,Staten Island,6.25835684002552,157,2013,0,0,1,0,0,0.6422254939655092,-27,0,"DSF0000747719, SCA0000025813, DSF0000793347, DSF0000793346, DSF0000793345"
SCA CIP,Scope,Staten Island,4.016071816734024,121,2018,0,0,0,0,0,0.3448010022164402,-107,0,DSF0000868099
SCA CIP,Scope,Staten Island,5.660061574107569,485,2012,0,0,1,0,0,0.7293006936408598,0,0,"DSF0000747719, SCA0000025813, DSF0000793347, DSF0000793346, DSF0000793345"
SCA CIP,Design,Staten Island,5.941283293584415,152,2018,0,0,1,0,0,0.511676040391922,-38,0,"DSF0000888902, DSF0000883142, DSF0000883141, DSF0000883139"
SCA CIP,Scope,Staten Island,5.339222805090629,139,2017,0,0,1,0,0,0.9479222474071022,-21,0,"DSF0000888902, DSF0000883142, DSF0000883141, DSF0000883139"
SCA CIP,Design,Staten Island,5.716620938751289,142,2018,0,0,0,0,0,0.8092214924914545,34,0,DSF0000889035
SCA CIP,Scope,Staten Island,5.1145609474233265,55,2018,0,0,0,0,0,1.1827783538810155,-24,1,DSF0000889035
SCA CIP,Design,Staten Island,5.620760489994206,156,2018,0,0,0,0,0,1.0010201149425286,34,0,DSF0000889036
SCA CIP,Scope,Staten Island,5.018700498666243,63,2018,0,0,0,0,0,1.2732662835249042,-30,1,DSF0000889036
SCA CIP,Design,Staten Island,5.679936395687243,157,2018,0,0,0,0,0,0.7776746907388833,29,0,DSF0000889287
SCA CIP,Scope,Staten Island,5.07787640435928,58,2018,0,0,0,0,0,1.4990304246071549,-36,1,DSF0000889287
SCA CIP,Design,Staten Island,6.070221155638003,153,2013,0,1,1,0,1,0.7744501044665401,574,1,"DSF0000726449, DSF0000726448, DSF0000732118, DSF0000770707, DSF0000770710, DSF0000770715, DSF0000777261, DSF0000770705, DSF0000770719, DSF0000770711, DSF0000770718"
SCA CIP,Scope,Staten Island,5.377808750839212,143,2011,0,1,1,0,1,1.3073245738993446,9,1,"DSF0000726449, DSF0000726448, DSF0000732118, DSF0000770707, DSF0000770710, DSF0000770715, DSF0000777261, DSF0000770705, DSF0000770719, DSF0000770711, DSF0000770718"
SCA CIP,Design,Staten Island,5.345177616542704,155,2018,0,0,1,0,0,0.6523261065943993,15,0,DSF0000860575
SCA CIP,Scope,Staten Island,4.743117625214742,141,2017,0,0,1,0,0,3.7683107497741646,239,1,DSF0000860575
SCA CIP,Design,Staten Island,5.351684241372155,155,2019,0,0,1,0,0,0.764676829431081,62,0,"DSF0000906107, DSF0000960661"
SCA CIP,Scope,Staten Island,4.655608985767061,137,2019,0,0,1,0,0,1.986099140312493,-10,1,"DSF0000906107, DSF0000960661"
SCA CIP RESOA,Design,Staten Island,4.596849902362875,138,2016,0,0,0,0,0,1.2894264099385169,-24,1,DSF0000800366
SCA CIP RESOA,Design,Staten Island,4.176091259055681,176,2020,0,0,0,0,0,0.6620666666666667,-125,0,DSF0000913160
SCA CIP,Design,Staten Island,4.847683686151682,159,2019,0,0,1,0,0,0.6759351302223863,135,1,DSF0000883245
SCA CIP,Scope,Staten Island,4.194458837443526,141,2018,0,0,1,0,0,0.9680470347648262,185,1,DSF0000883245
SCA CIP,"CM,F&E",Staten Island,4.3932241163612975,239,2020,1,0,0,0,0,0.6954710877476749,0,0,"DSF0000912926, DSF0000912934"
SCA CIP,Construction,Staten Island,5.385670608756108,239,2020,1,0,0,0,0,1.0,0,0,"DSF0000912926, DSF0000912934"
SCA CIP,Design,Staten Island,5.41655896547065,152,2019,0,0,1,0,0,0.466685316400397,-39,0,"DSF0000882638, DSF0000906153, DSF0000912209"
SCA CIP,Design,Staten Island,4.015024263324626,159,2019,1,0,0,0,0,0.3166537867078825,-119,0,"DSF0000912926, DSF0000912934"
SCA CIP,Scope,Staten Island,4.838987539371281,121,2018,0,0,1,0,0,0.6423169424241546,124,1,"DSF0000882638, DSF0000906153, DSF0000912209"
SCA CIP RESOA,Design,Staten Island,4.608739919068788,139,2019,0,0,0,0,0,1.0227720334810437,-41,0,DSF0000890719
SCA CIP,Design,Bronx,4.867544086643139,153,2020,1,0,0,0,0,0.44279842090269017,-32,0,DSF0000906271
SCA CIP,Scope,Bronx,4.214340410319735,96,2019,1,0,0,0,0,0.4981380868078872,-34,0,DSF0000906271
SCA CIP RESOA,Design,Bronx,4.871502882399199,154,2017,0,0,0,0,0,0.7282357369468194,18,0,DSF0000844234
SCA CIP,Design,Bronx,5.058699270670859,145,2019,0,0,0,0,0,0.07202634705430148,223,1,DSF0000843908
SCA CIP,Design,Bronx,4.913421751144818,157,2019,1,0,0,0,0,0.820777286819813,64,0,DSF0000912668
SCA CIP,Scope,Bronx,4.214446445718394,122,2019,1,0,0,0,0,1.5547757094903876,0,1,DSF0000912668
SCA CIP,Scope,Bronx,4.359721678483211,90,2016,0,0,0,0,0,0.9199353542412859,-68,0,DSF0000843908
SCA CIP,Scope,Bronx,4.4818867290486315,139,2019,0,0,1,0,0,1.1953446968448123,21,1,"DSF0000906328, DSF0000952061, DSF0000952060"
SCA CIP,Scope,Bronx,5.029716474028271,138,2019,0,0,1,0,0,1.9668851907883678,66,1,"DSF0000906343, DSF0000906346, DSF0000906347, DSF0000906348"
SCA CIP,Design,Bronx,5.557752551077539,216,2019,0,0,1,0,0,0.8864630513504834,-48,0,"DSF0000906381, DSF0000906382, DSF0000906383, DSF0000960575"
SCA CIP,Scope,Bronx,4.8823024958187755,136,2019,0,0,1,0,0,1.9389202869094295,-1,1,"DSF0000906381, DSF0000906382, DSF0000906383, DSF0000960575"
SCA CIP,Design,Bronx,5.981987944472243,154,2018,0,0,1,0,0,0.659868831133635,-1,0,"DSF0000912493, DSF0000906399, DSF0000906398"
SCA CIP,Design,Bronx,5.641785342489789,153,2014,0,1,0,0,0,1.3617497958084843,15,1,"DSF0000752356, DSF0000752357"
SCA CIP,Scope,Bronx,5.3799288585138845,138,2018,0,0,1,0,0,0.7392304998248862,6,0,"DSF0000912493, DSF0000906399, DSF0000906398"
SCA CIP,Scope,Bronx,5.048705873740859,154,2013,0,1,0,0,0,1.1603854542854077,-92,1,"DSF0000752356, DSF0000752357"
SCA CIP,Design,Bronx,5.4529205643990695,150,2017,0,0,1,0,0,1.2089976739268344,88,1,"DSF0000843972, DSF0000866166, DSF0000866177"
SCA CIP,Design,Bronx,4.2087637326616365,178,2020,0,0,0,0,0,1.081375216423448,-1,0,DSF0000960788
SCA CIP,Scope,Bronx,4.850860573071108,135,2016,0,0,1,0,0,1.970057094523155,215,1,"DSF0000843972, DSF0000866166, DSF0000866177"
SCA CIP,Design,Bronx,5.793930006772684,154,2018,0,0,1,0,0,0.6395612343297975,-5,0,"DSF0000883578, DSF0000883579, DSF0000883580, DSF0000906449"
SCA CIP,Scope,Bronx,5.191870015444723,138,2018,0,0,1,0,0,0.7368884603021536,27,0,"DSF0000883578, DSF0000883579, DSF0000883580, DSF0000906449"
SCA CIP,Design,Bronx,5.278593568241133,168,2019,0,0,0,0,0,1.2666245458853262,-143,1,DSF0000911806
SCA CIP,Scope,Bronx,4.676529003683365,90,2019,0,0,0,0,0,1.7964913019670612,-22,1,DSF0000911806
SCA CIP,Design,Bronx,4.9688890341233565,153,2019,1,0,0,0,0,0.6194420273507579,-138,0,"DSF0000891034, DSF0000912508"
SCA CIP,Scope,Bronx,4.402794248640903,338,2018,1,0,0,0,0,0.4834065108184012,-120,0,"DSF0000891034, DSF0000912508"
SCA Capacity,OUTROS,Bronx,6.905178581853866,1149,2017,0,0,0,0,0,0.8987566936689952,-28,0,DSF0000821591
SCA Capacity,Construction,Bronx,7.756514351819586,1149,2017,0,0,0,0,0,0.9465752694179037,-28,0,DSF0000821591
SCA Capacity,Design,Bronx,6.609611481891387,187,2016,0,0,0,0,0,1.0282121587357744,45,0,DSF0000821591
SCA Capacity,Scope,Bronx,6.104461503571481,116,2016,0,0,0,0,0,0.8193745700414725,4,0,DSF0000821591
SCA CIP,"CM,F&E",Bronx,4.758669709493661,269,2019,1,0,0,0,0,0.6820875749546785,171,1,DSF0000868244
SCA CIP,Construction,Bronx,5.569226388323705,269,2019,1,0,0,0,0,1.0,171,1,DSF0000868244
SCA CIP,Design,Bronx,4.36869587763823,155,2018,1,0,0,0,0,0.4731302413143933,-14,0,DSF0000868244
SCA CIP RESOA,"CM,F&E",Bronx,4.812077370856514,364,2019,0,0,0,0,0,1.34295183044316,133,1,DSF0000866373
SCA CIP RESOA,Construction,Bronx,5.978408792623039,364,2019,0,0,0,0,0,0.9318066211245402,133,1,DSF0000866373
SCA CIP RESOA,Design,Bronx,4.812077370856514,154,2018,0,0,0,0,0,2.0657109826589597,0,1,DSF0000866373
SCA CIP,Design,Bronx,5.360404054729939,153,2019,0,0,1,0,0,0.34540776275621454,117,1,DSF0000883723
SCA CIP,Scope,Bronx,4.66143405039392,143,2018,0,0,1,0,0,0.5367858700392499,31,0,DSF0000883723
SCA CIP,Design,Bronx,5.65117136609885,156,2016,0,1,0,1,0,0.9271517560115207,33,0,"DSF0000843694, DSF0000843978, DSF0000798382, DSF0000799754"
SCA CIP,Scope,Bronx,5.058262753711701,387,2016,0,1,0,1,0,1.0075028201159526,-112,0,"DSF0000843694, DSF0000843978, DSF0000798382, DSF0000799754"
SCA CIP RESOA,Design,Bronx,4.4257135092850675,136,2019,0,0,0,0,0,0.29721211211586807,-33,0,DSF0000890948
SCA CIP,Design,Bronx,5.657529109814633,152,2019,0,0,1,0,0,0.5176360576023938,-73,0,"DSF0000883791, DSF0000883792, DSF0000883793"
SCA CIP,Scope,Bronx,5.062055247375354,141,2018,0,0,1,0,0,0.6913141470180305,-29,0,"DSF0000883791, DSF0000883792, DSF0000883793"
SCA CIP,Design,Bronx,4.499274581892218,152,2019,1,0,0,0,0,0.3317706683560342,-97,0,"DSF0000868245, DSF0000912421"
SCA CIP,Design,Bronx,5.792451225789749,170,2018,0,0,0,0,1,0.7969617068627688,-20,0,"DSF0000861172, DSF0000889384"
SCA CIP,Scope,Bronx,5.192034711788002,448,2017,0,0,0,0,1,0.8199847052548375,7,0,"DSF0000861172, DSF0000889384"
SCA CIP,Design,Bronx,5.592178978845336,46,2019,0,0,1,0,0,0.7957529629004455,-1,0,"DSF0000883893, DSF0000883894, DSF0000883895, DSF0000883896"
SCA CIP,Scope,Bronx,5.006705586922654,141,2018,0,0,1,0,0,0.7124739060222931,26,0,"DSF0000883893, DSF0000883894, DSF0000883895, DSF0000883896"
SCA CIP RESOA,Design,Bronx,4.681241237375588,152,2019,0,0,0,0,0,0.9295208333333334,322,1,DSF0000890949
SCA CIP,Scope,Bronx,4.188084373714938,270,2020,0,0,0,0,0,0.2529182879377432,-204,0,DSF0000952532
SCA CIP,Design,Bronx,4.292787535198329,178,2018,0,0,0,0,0,0.945067264573991,-12,0,DSF0000868101
SCA CIP,Design,Bronx,4.976698375448151,156,2018,0,0,0,0,0,0.7047142736557779,109,1,DSF0000864950
SCA CIP,Scope,Bronx,4.374638384120188,141,2017,0,0,0,0,0,1.1608424073605133,-52,1,DSF0000864950
SCA CIP,Scope,Bronx,5.077324291932966,153,2018,0,1,0,0,0,0.11171833154793787,-100,0,"DSF0000798350, DSF0000798348"
SCA CIP RESOA,Design,Bronx,4.544254130684011,175,2016,0,0,0,0,0,7.025046408681994,-1,1,DSF0000822346
SCA CIP RESOA,Design,Bronx,4.495613708121136,137,2018,0,0,0,0,0,1.4185912793483468,-85,1,DSF0000867347
SCA CIP,Design,Bronx,5.751695488204576,153,2019,0,0,1,0,0,0.8132128578792328,-116,0,"DSF0000883981, DSF0000883984, DSF0000883985, DSF0000883986, DSF0000906844"
SCA CIP,Scope,Bronx,5.154767742253127,141,2018,0,0,1,0,0,0.788282579317009,26,0,"DSF0000883981, DSF0000883984, DSF0000883985, DSF0000883986, DSF0000906844"
SCA CIP RESOA,Design,Bronx,4.477121254719663,176,2020,0,0,0,0,0,0.7153,-78,0,DSF0000913483
SCA CIP,Design,Bronx,6.120187171151688,153,2017,0,1,1,0,0,0.7708558754952325,206,1,"DSF0000817455, DSF0000839445, DSF0000861382, DSF0000861385, DSF0000861379, DSF0000861387"
SCA CIP,Scope,Bronx,5.520494013325809,478,2015,0,1,1,0,0,1.39677473846785,11,1,"DSF0000817455, DSF0000839445, DSF0000861382, DSF0000861385, DSF0000861379, DSF0000861387"
SCA CIP,Design,Bronx,4.142514604999374,105,2020,0,0,0,0,1,0.26390089311437626,55,0,DSF0000960515
SCA CIP,Design,Bronx,4.597695185925512,152,2019,1,0,0,0,0,0.29363636363636364,-89,0,DSF0000868247
SCA CIP,Design,Bronx,4.765497186938374,137,2019,0,0,1,0,0,0.5491875010724643,74,0,"DSF0000906920, DSF0000952638"
SCA CIP,Scope,Bronx,4.033423755486949,120,2019,1,0,0,0,0,0.26731481481481484,-91,0,DSF0000868247
SCA CIP,Scope,Bronx,4.112269768417271,120,2019,0,0,1,0,0,0.7845559845559845,97,1,"DSF0000906920, DSF0000952638"
SCA CIP,Design,Bronx,5.765059519697803,154,2015,0,0,1,0,0,0.5619195338922641,197,1,"DSF0000794346, DSF0000794342, DSF0000794345, DSF0000794344"
SCA CIP,Scope,Bronx,5.172813022876572,137,2014,0,0,1,0,0,1.5602665376968134,0,1,"DSF0000794346, DSF0000794342, DSF0000794345, DSF0000794344"
SCA CIP,Design,Bronx,4.832981270317962,174,2019,1,0,0,0,1,0.7207010018509269,96,1,"DSF0000912345, DSF0000906948"
SCA CIP,Scope,Bronx,4.134017645675983,135,2019,1,0,0,0,1,1.08666911494675,0,0,"DSF0000912345, DSF0000906948"
SCA CIP,Design,Bronx,4.299529089146387,159,2019,1,0,0,0,0,0.3491044102152426,-13,0,DSF0000911981
SCA CIP,Design,Bronx,4.648184305764576,135,2019,0,0,0,0,0,0.7941639314779012,82,0,DSF0000888826
SCA CIP,Design,Bronx,5.137797043058186,157,2018,0,0,0,0,0,1.2083224115334208,23,1,DSF0000861535
SCA CIP,Design,Bronx,4.725993258924722,154,2019,0,0,0,0,0,0.5671302386769405,-7,0,DSF0000907014
SCA CIP,Scope,Bronx,4.027023254588704,90,2019,0,0,0,0,0,0.7088893065213305,-5,0,DSF0000907014
SCA CIP,Scope,Bronx,4.535737051730224,141,2017,0,0,0,0,0,2.51277122469783,210,1,DSF0000861535
SCA CIP RESOA,Design,Bronx,4.732956369575625,138,2018,0,0,0,0,0,1.230220085074903,191,1,DSF0000867333
SCA CIP RESOA,Design,Bronx,4.431363764158987,176,2020,0,0,0,0,0,1.0452592592592593,-77,0,DSF0000913488
SCA CIP,Design,Bronx,5.654600037261985,152,2018,0,0,1,0,0,0.8473861421229842,39,0,"DSF0000884191, DSF0000884190"
SCA CIP,Scope,Bronx,5.052540045934022,141,2017,0,0,1,0,0,1.4030214424951266,-36,1,"DSF0000884191, DSF0000884190"
SCA CIP RESOA,"CM,F&E",Bronx,4.681241237375588,273,2019,0,0,0,0,0,1.0787291666666667,176,1,DSF0000866341
SCA CIP RESOA,Construction,Bronx,5.847572659142112,273,2019,0,0,0,0,0,0.733734375,176,1,DSF0000866341
SCA CIP RESOA,Design,Bronx,4.681241237375588,155,2018,0,0,0,0,0,1.4741666666666666,133,1,DSF0000866341
SCA CIP RESOA,Design,Bronx,4.497275286357995,135,2018,0,0,0,0,0,0.7805887032617342,-56,0,DSF0000867351
SCA CIP,Design,Bronx,5.977398448463259,234,2015,0,0,1,0,0,0.6727108393755747,-30,0,"DSF0000839646, DSF0000839645, DSF0000839643, DSF0000839644"
SCA CIP,Scope,Bronx,5.375337999640571,185,2015,0,0,1,0,0,0.7741549456013349,-27,0,"DSF0000839646, DSF0000839645, DSF0000839643, DSF0000839644"
SCA CIP,Design,Bronx,4.313255404185037,158,2019,1,0,0,0,0,0.6198531913859316,0,0,DSF0000912123
SCA CIP,Design,Bronx,6.049259123595866,168,2019,0,0,1,0,1,0.40407782834838846,-34,0,"DSF0000861625, DSF0000889385, DSF0000884273, DSF0000912156, DSF0000912157, DSF0000907120"
SCA CIP,Design,Bronx,4.307731306161607,154,2019,1,0,0,0,0,1.1936389148737137,-22,1,"DSF0000912124, DSF0000912606"
SCA CIP,Scope,Bronx,5.452854743302605,378,2017,0,0,1,0,1,0.7428876583115084,1,0,"DSF0000861625, DSF0000889385, DSF0000884273, DSF0000912156, DSF0000912157, DSF0000907120"
SCA CIP RESOA,Design,Bronx,4.273001272063738,138,2019,0,0,0,0,0,1.41552,79,1,DSF0000867334
SCA CIP,Design,Bronx,5.571813608721824,153,2019,0,0,1,0,0,0.9129647002063845,-62,0,"DSF0000884327, DSF0000884329, DSF0000884330, DSF0000884331"
SCA CIP,Scope,Bronx,4.9804488065224435,140,2018,0,0,1,0,0,1.0957342203811795,-46,0,"DSF0000884327, DSF0000884329, DSF0000884330, DSF0000884331"
SCA CIP RESOA,Design,Bronx,4.705007959333336,154,2018,0,0,0,0,1,1.240414201183432,1,1,"DSF0000866342, DSF0000912433"
SCA CIP,Scope,Bronx,5.242029314904115,179,2020,0,0,1,0,0,1.5731812089762536,-10,1,"DSF0000952964, DSF0000952961, DSF0000952965, DSF0000952966, DSF0001008582"
SCA CIP RESOA,Design,Bronx,5.568358980621108,153,2019,0,0,1,0,0,1.1889396813046087,-32,1,"DSF0000822351, DSF0000884419, DSF0000912407, DSF0000907260"
SCA CIP RESOA,Design,Bronx,4.638069735584359,168,2020,0,0,0,0,1,1.0,-28,0,DSF0000912915
SCA CIP RESOA,Scope,Bronx,4.035989756936426,137,2019,0,0,0,0,1,1.0,-10,0,DSF0000912915
SCA CIP,Design,Bronx,4.306317781104433,156,2019,1,0,0,0,0,0.6572487033835515,-28,0,"DSF0000912128, DSF0000912922"
SCA CIP,Design,Bronx,5.211601044145239,175,2018,0,0,0,0,0,0.6530101978129992,-12,0,DSF0000890620
SCA CIP,Design,Bronx,6.105627683851212,137,2019,0,0,1,0,0,0.4656261639007484,-87,0,"DSF0000884454, DSF0000884456, DSF0000884457, DSF0000884458, DSF0000884459, DSF0000911807, DSF0000912446, DSF0000912512"
SCA CIP,Scope,Bronx,4.609541052817278,152,2018,0,0,0,0,0,0.6179628947045092,-72,0,DSF0000890620
SCA CIP,Scope,Bronx,5.504745353150784,215,2018,0,0,1,0,0,0.784627559414705,-46,0,"DSF0000884454, DSF0000884456, DSF0000884457, DSF0000884458, DSF0000884459, DSF0000911807, DSF0000912446, DSF0000912512"
SCA CIP,Design,Bronx,5.447246432292673,153,2020,0,0,1,0,0,0.979732697272341,-7,0,"DSF0000912612, DSF0000953049, DSF0000960795"
SCA CIP,Scope,Bronx,4.748273326473508,137,2019,0,0,1,0,0,1.7662959061612897,41,1,"DSF0000912612, DSF0000953049, DSF0000960795"
SCA CIP,Scope,Bronx,4.010808597512207,138,2019,0,0,1,0,0,1.0900312134217713,-3,0,"SCA0000057329, DSF0000960627"
SCA CIP,Design,Bronx,4.448165046555691,154,2019,1,0,0,0,0,0.25505077498663814,-6,0,"DSF0000912039, DSF0000912774"
SCA CIP,Scope,Bronx,4.498393268670701,91,2019,0,0,0,0,0,2.305624325525297,1,1,DSF0000912613
SCA CIP RESOA,Design,Bronx,4.623249290397901,155,2019,0,0,0,0,0,1.3386666666666667,-1,1,DSF0000844951
